LAT,LON,SIV,REMOTE,FAILSAFE,L_PWM,R_PWM,GPS_HEADING,GPS_SPEED,Setpoint_Speed,Setpoint_Yaw,L_setpoint,R_setpoint
39.9401727,32.8230086,13,0,1,800,800,-1.0,0.04,0.0875809623341677,359.0695318966976,798.3653096476412,803.621562160918
39.9401731,32.82301,13,0,1,800,800,331.79,0.06,0.114974707459855,331.9376983361021,802.489028660599,796.9943485164932
39.9401734,32.82301,14,0,1,800,800,-1.0,0.04,0.0875833761314493,359.0796374294707,803.2156139983615,800.600315791754
39.9401736,32.8230101,15,0,1,800,800,-1.0,0.05,0.0877856639212308,359.0655331129737,799.9277377165743,799.6635630560293
39.9401743,32.8230116,15,0,1,800,800,-1.0,0.03,-0.0306114721980189,358.973407903294,801.6900051711742,800.9948064106652
39.9401745,32.8230105,15,0,1,800,800,331.79,0.08,0.088026977969645,331.660664672203,798.7066450535949,801.036990639026
39.9401746,32.8230096,15,0,1,800,800,331.79,0.06,0.0629969871927558,331.76774378453626,802.4225178127015,804.368141579037
39.9401754,32.8230114,16,0,1,800,800,-1.0,0.03,0.0805504875056289,358.87190385012315,801.061800745671,796.2328312571909
39.9401758,32.8230101,15,0,1,800,800,331.79,0.1,0.0864361832245745,331.8917933491932,800.4084738380775,799.2324092451078
39.9401788,32.8230162,15,0,1,800,800,331.79,0.13,0.1640591768458948,331.82755640457697,791.5475922737533,794.889206788698
39.9401804,32.8230209,15,0,1,800,800,331.79,0.14,0.1374713919403407,331.9184690783065,796.6207708479402,796.6461361008327
39.9401796,32.8230204,14,0,1,800,800,331.79,0.18,0.1814542464421389,331.90053086331227,798.9321534669455,797.9312912247602
39.9401792,32.8230256,14,0,1,800,800,331.79,0.13,0.1114938362728507,331.939010836841,798.5207738847034,801.2143941906438
39.9401786,32.8230269,14,0,1,800,800,331.79,0.06,0.013248771321358,331.8905267314561,801.0970025079912,796.1182466198966
39.9401777,32.8230272,13,0,1,800,800,-1.0,0.04,0.0826543313272441,359.0612087986142,803.9936781068185,802.8969913253511
39.9401764,32.8230274,14,0,1,800,800,331.79,0.11,0.1373626730684531,331.83600484036083,805.3058244593616,799.6657807349171
39.9401749,32.8230281,14,0,1,800,800,331.79,0.1,0.0801287387956666,331.74826015479454,797.7713169040318,807.7857002751045
39.9401729,32.8230284,13,0,1,800,800,331.79,0.06,0.0464949742433482,331.7354694371583,799.4142894002065,797.7136033342556
39.9401714,32.8230293,14,0,1,800,800,331.79,0.05,0.0409986561917679,331.89783081059574,806.1560723829083,805.4028398003895
39.9401697,32.8230293,14,0,1,800,800,-1.0,0.02,0.0455024530927474,359.0687074793982,806.1524711013313,798.9318091564328
39.9401686,32.8230275,16,0,1,800,800,331.79,0.09,0.1782365480725738,331.7114463125229,797.3774406432191,801.8780955749618
